mitograph_data_extract_v2.py
directory: 2017_12_16_s1


image path	cellID	genotype	time	total number of mitochondria	total mitochondrial volume (um^3)	total mitochondrial surface area (um^2)	total normalized shape index	total sphericity	total length (um)	average volume of mitochondrion (um^3)	average surface area of mitochondrion (um^2)	average NSI of mitochondrion	average sphericity of mitochondrion	volume-weighted average surface area of mitochondria (um^2)	volume-weighted average NSI of mitochondrion	volume-weighted average sphericity of mitochondrion	average compactedness of mitochondrion	volume-weighted average compactedness of mitochondrion	average width (um)	std width (um)	number of endpoints	artifacts	cell volume (um^3)	mito/cell volume ratio
2017_12_16_yLB126_conditioned_cellasics_01_w2488 laser 5_s1_t001_cell_001	2017121601001	wildtype	-60	2	6.719232200320993	47.41930253762355	1.6594428576142397	0.3631410923162296	17.08931	3.3596161001604967	23.709651268811776	1.431606322637876	0.5089332127566791	33.217047182743315	1.5396151589931548	0.433200990565244	65.03056607099444	39.61071052287667	0.45582	0.06634	6.0	0	96.4383	0.06967389719977429
2017_12_16_yLB126_conditioned_cellasics_01_w2488 laser 5_s1_t001_cell_002	2017121601002	wildtype	-60	3	5.031645814144746	37.51534138346732	1.6253954320584234	0.3785139851321811	14.88633	1.6772152713815822	12.505113794489105	1.290561681945516	0.6426054142105782	24.21706925522389	1.4834098190433438	0.4675210093500561	73.53843323698263	35.500936286401036	0.38126	0.11692	6.0	1	85.8661	0.058598746352108065
2017_12_16_yLB126_conditioned_cellasics_01_w2488 laser 5_s1_t001_cell_003	2017121601003	wildtype	-60	2	3.6723505113104977	27.566461288216647	1.5475109782165164	0.4175731086770989	11.02105	1.8361752556552489	13.783230644108324	1.3542113969574436	0.5582297536294896	16.027835504381752	1.4004800785400946	0.5203797449607642	54.059339440327314	29.743835062394705	0.42779	0.07101	6.0	0	38.3218	0.09582928023502282
2017_12_16_yLB126_conditioned_cellasics_01_w2488 laser 5_s1_t001_cell_004	2017121601004	wildtype	-60	3	3.912878827004938	30.136175810090066	1.5841751938080686	0.3984681220349288	14.315920000000002	1.3042929423349794	10.045391936696689	1.279914738596304	0.6304858044232837	14.825424818662949	1.3761475170190791	0.5462580921727065	69.32926535526923	28.54907234380511	0.40939	0.09814	10.0	0	51.5056	0.07596996883843578
2017_12_16_yLB126_conditioned_cellasics_01_w2488 laser 5_s1_t002_cell_001	2017121601001	wildtype	-45	3	6.971960810750857	51.59042297851377	1.709716762375924	0.3420988866350371	22.63229	2.3239869369169517	17.19680765950459	1.4183616887538582	0.4998675033367923	18.537168085703136	1.4350756439357644	0.487541443989432	91.51911975139863	31.546900268937158	0.40062	0.09073	11.0	0	102.6299	0.06793303716315476
2017_12_16_yLB126_conditioned_cellasics_01_w2488 laser 5_s1_t002_cell_002	2017121601002	wildtype	-45	2	4.719400863681994	35.420020298477404	1.6134420993030818	0.38414327138593546	18.0305	2.359700431840997	17.710010149238702	1.3771428957952876	0.5719755592874308	34.65539919589027	1.6008476308376436	0.3910348963981536	60.04963794589569	43.682305618644506	0.38049	0.11709	7.0	1	98.2351	0.04804190013225409
2017_12_16_yLB126_conditioned_cellasics_01_w2488 laser 5_s1_t002_cell_003	2017121601003	wildtype	-45	1	3.789720684383285	27.08731042509251	1.5180001441871265	0.4339666687673509	10.49722	3.789720684383285	27.08731042509251	1.5180001441871265	0.4339666687673509	27.08731042509251	1.5180001441871265	0.4339666687673509	37.199887385838416	37.199887385838416	0.42855	0.10359000000000003	3.0	0	57.7178	0.06565947912746649
2017_12_16_yLB126_conditioned_cellasics_01_w2488 laser 5_s1_t002_cell_004	2017121601004	wildtype	-45	2	2.9974191438911366	22.446106266419648	1.4942133748878266	0.4478935011677311	8.5057	1.4987095719455683	11.223053133209824	1.3004990952553923	0.6091900488424832	14.207164204748954	1.366794105551291	0.5476924880260381	48.17791721588066	27.67805412733711	0.42576	0.08724	5.0	0	60.6906	0.04938852382232399
2017_12_16_yLB126_conditioned_cellasics_01_w2488 laser 5_s1_t003_cell_001	2017121601001	wildtype	-30	2	6.477254800874228	46.29426833816638	1.65980813785869	0.362981274241184	21.72349	3.238627400437114	23.14713416908319	1.4489952563387645	0.4889029410982607	30.45514469191336	1.52634196507244	0.4371584728746651	66.39744911125402	38.39487079402093	0.42992	0.10345	6.0	0	117.5594	0.05509771911794572
2017_12_16_yLB126_conditioned_cellasics_01_w2488 laser 5_s1_t003_cell_002	2017121601002	wildtype	-30	1	4.367830655826727	30.83827488002673	1.544831244991862	0.4190230470531271	13.2789	4.367830655826727	30.83827488002673	1.544831244991862	0.4190230470531271	30.83827488002673	1.544831244991862	0.4190230470531271	39.20751531583594	39.20751531583594	0.43626	0.08266	5.0	0	102.7179	0.04252258521471649
2017_12_16_yLB126_conditioned_cellasics_01_w2488 laser 5_s1_t003_cell_003	2017121601003	wildtype	-30	3	4.468162944436539	32.36057029373734	1.57056658605509	0.40540331244941613	11.5629	1.4893876481455133	10.786856764579113	1.2893450811150775	0.6136452397829022	12.964232452937633	1.3359974056118005	0.5669750175951058	69.6606264959756	25.617347706963983	0.45299999999999996	0.07977999999999999	5.0	0	65.0853	0.06865087730158022
2017_12_16_yLB126_conditioned_cellasics_01_w2488 laser 5_s1_t003_cell_004	2017121601004	wildtype	-30	3	3.009479949160399	21.443532839379294	1.4585084682186629	0.4700911660178961	4.335380000000002	1.0031599830534663	7.147844279793098	1.2123911825461076	0.6822516520221922	7.447572548833414	1.2194221008042674	0.6743977456002902	57.02066935169872	19.33841603892504	0.43941	0.12255	7.0	0	67.8484	0.044355945743162685
2017_12_16_yLB126_conditioned_cellasics_01_w2488 laser 5_s1_t004_cell_001	2017121601001	wildtype	-15	3	6.77101684620193	48.56093754990329	1.675007815538561	0.35642349497508463	16.31225	2.2570056154006437	16.186979183301094	1.3837747230730777	0.5268759242602042	18.202456478007196	1.410774877605122	0.5075120276387272	85.3307249251812	30.159877752888068	0.44974	0.07098	6.0	0	123.8269	0.05468130790807111
2017_12_16_yLB126_conditioned_cellasics_01_w2488 laser 5_s1_t004_cell_002	2017121601002	wildtype	-15	2	4.9378741881090935	34.86102386451675	1.5766961241677246	0.4022573608355876	14.01213	2.4689370940545468	17.430511932258376	1.3687019533808649	0.5520857441119346	22.141435816254944	1.4427355651152185	0.4930223839028383	56.368873417862225	32.62576584134717	0.44642	0.08195	7.0	0	101.4809	0.04865816314310469
2017_12_16_yLB126_conditioned_cellasics_01_w2488 laser 5_s1_t004_cell_003	2017121601003	wildtype	-15	4	4.942869956786431	35.40696149257985	1.5884584972576543	0.3963220681945511	13.49192	1.2357174891966078	8.851740373144963	1.2194489123580672	0.6973141876142879	13.740281955501153	1.3204141871493764	0.5975064213380942	80.287638445947	25.380326900344	0.46197	0.11454	8.0	0	78.3199	0.06311129044835899
2017_12_16_yLB126_conditioned_cellasics_01_w2488 laser 5_s1_t004_cell_004	2017121601004	wildtype	-15	3	3.7014867558348943	25.011017491125656	1.4701609550933274	0.4626688182933196	8.06794	1.2338289186116314	8.337005830375219	1.2143303454842804	0.6859895944229192	9.412887925178564	1.2411873455918472	0.6537392699157357	57.740325737256406	20.459329492382206	0.4785	0.08777	6.0	0	63.0125	0.058742102849988403
2017_12_16_yLB126_conditioned_cellasics_01_w2488 laser 5_s1_t004_cell_005	2017121601005	wildtype	-15	1	1.7193714346206674	12.429180545096495	1.3382049037884902	0.5584120302392187	6.55846	1.7193714346206674	12.429180545096495	1.3382049037884902	0.5584120302392187	12.429180545096495	1.3382049037884902	0.5584120302392187	25.48555159879352	25.48555159879352	0.40151	0.13205	3.0	0	20.6979	0.08306984933837092
2017_12_16_yLB126_conditioned_cellasics_01_w2488 laser 5_s1_t005_cell_001	2017121601001	wildtype	0	4	7.702949451764263	56.58546368798761	1.7320404407248706	0.3333373235727737	22.94887	1.9257373629410652	14.146365921996903	1.2892596816310322	0.6394888370640593	31.322275379255814	1.5135640807392314	0.4658548837334751	98.29703373540764	38.73066751991429	0.42609	0.09384	11.0	0	122.6159	0.06282178291530106
2017_12_16_yLB126_conditioned_cellasics_01_w2488 laser 5_s1_t005_cell_002	2017121601002	wildtype	0	1	5.078933959936155	36.85518517847852	1.6060154341845867	0.3877042580183752	14.52512	5.078933959936155	36.85518517847852	1.6060154341845867	0.3877042580183752	36.85518517847852	1.6060154341845867	0.3877042580183752	44.05298392339526	44.05298392339526	0.4165	0.11917	3.0	0	103.5497	0.04904827305087465
2017_12_16_yLB126_conditioned_cellasics_01_w2488 laser 5_s1_t005_cell_003	2017121601003	wildtype	0	4	5.434545752554328	37.929214677577846	1.5929070950391528	0.3941114991564533	12.16668	1.358636438138582	9.482303669394462	1.2007616822580691	0.7275768464347918	17.21382127260679	1.3493488058247316	0.5850590690275249	78.1475382029129	27.56805486040868	0.46744	0.09431	9.0	0	92.3992	0.058815939451362445
