mitograph_data_extract_v2.py
directory: 2016_02_03_s6


image path	cellID	genotype	time	total number of mitochondria	total mitochondrial volume (um^3)	total mitochondrial surface area (um^2)	total normalized shape index	total sphericity	total length (um)	average volume of mitochondrion (um^3)	average surface area of mitochondrion (um^2)	average NSI of mitochondrion	average sphericity of mitochondrion	volume-weighted average surface area of mitochondria (um^2)	volume-weighted average NSI of mitochondrion	volume-weighted average sphericity of mitochondrion	average compactedness of mitochondrion	volume-weighted average compactedness of mitochondrion	average width (um)	std width (um)	number of endpoints	artifacts	cell volume (um^3)	mito/cell volume ratio
2_03_16_yLB126_galactose_yLB168_yLB196_cellasics_01_w2488 laser 5_s10_t001_cell_001	2016020310001	galactose	-60	1	1.6990098688293769	12.22332521577096	1.3323571411715351	0.5633245675853478	4.0368900000000005	1.6990098688293769	12.22332521577096	1.3323571411715351	0.5633245675853478	12.22332521577096	1.3323571411715351	0.5633245675853478	25.15290489560376	25.15290489560376	0.44323	0.08881	3.0	0	26.0941	0.06511088210857538
2_03_16_yLB126_galactose_yLB168_yLB196_cellasics_01_w2488 laser 5_s10_t001_cell_002	2016020310002	galactose	-60	1	3.0748471026506112	21.075776645802065	1.435627899614636	0.4851948925637354	7.935810000000001	3.0748471026506112	21.075776645802065	1.435627899614636	0.4851948925637354	21.075776645802065	1.435627899614636	0.4851948925637354	31.46674754567927	31.46674754567927	0.46382	0.05641	2.0	0	59.2522	0.05189422675699149
2_03_16_yLB126_galactose_yLB168_yLB196_cellasics_01_w2488 laser 5_s10_t001_cell_003	2016020310003	galactose	-60	2	5.317074655051713	35.77872888845478	1.5584019108277252	0.4117570615029759	12.97238	2.6585373275258566	17.88936444422739	1.3165449058128869	0.6217208248248351	26.03056527542318	1.4534682094737026	0.4955313485970266	52.148651800146204	33.70869611883961	0.48358	0.0652	4.0	0	118.3155	0.04493979787138383
2_03_16_yLB126_galactose_yLB168_yLB196_cellasics_01_w2488 laser 5_s10_t001_cell_004	2016020310004	galactose	-60	1	2.6383337230435133	18.66140176061465	1.4216308076049444	0.4947961905844323	7.69043	2.6383337230435133	18.66140176061465	1.4216308076049444	0.4947961905844323	18.66140176061465	1.4216308076049444	0.4947961905844323	30.555307992761573	30.555307992761573	0.47804	0.053860000000000005	3.0	0	57.4998	0.04588422434588491
2_03_16_yLB126_galactose_yLB168_yLB196_cellasics_01_w2488 laser 5_s10_t001_cell_005	2016020310005	galactose	-60	4	6.89729041414186	50.030555107449715	1.6897252517575367	0.3502416670167793	19.03536	1.724322603535465	12.507638776862429	1.2725015037888618	0.6663488226721734	21.901187393878995	1.441743514041986	0.4988599910255285	94.32310184236964	32.64365532211481	0.44064	0.09838	10.0	0	89.7376	0.07686065165707419
2_03_16_yLB126_galactose_yLB168_yLB196_cellasics_01_w2488 laser 5_s10_t001_cell_006	2016020310006	galactose	-60	1	2.7482617583942366	19.14573022520915	1.4204998986684028	0.4955843528088452	7.103110000000001	2.7482617583942366	19.14573022520915	1.4204998986684028	0.4955843528088452	19.14573022520915	1.4204998986684028	0.4955843528088452	30.482445638032154	30.482445638032154	0.44333	0.0786	2.0	0	28.8329	0.09531686921517561
2_03_16_yLB126_galactose_yLB168_yLB196_cellasics_01_w2488 laser 5_s10_t001_cell_007	2016020310007	galactose	-60	3	4.816854222093116	34.757600354000175	1.5874315080029198	0.39683503541709175	12.84805	1.6056180740310382	11.585866784666722	1.266924846112355	0.6520442031016992	18.454819928498786	1.3926745343281308	0.5397136930706194	68.26727511287095	29.829221739188355	0.43625	0.09746	8.0	0	59.4561	0.08101530746371047
2_03_16_yLB126_galactose_yLB168_yLB196_cellasics_01_w2488 laser 5_s10_t001_cell_008	2016020310008	galactose	-60	2	4.849351567713571	33.034642735855925	1.544121682536968	0.41940823863350973	10.24563	2.4246757838567854	16.517321367927963	1.3710375771585466	0.5343235412839129	16.994632038727456	1.3793796201511233	0.527830866556381	55.05574726521283	28.028403416777426	0.47249	0.07886	5.0	0	60.0797	0.08071530929271568
2_03_16_yLB126_galactose_yLB168_yLB196_cellasics_01_w2488 laser 5_s10_t001_cell_009	2016020310009	galactose	-60	3	3.591539237624884	27.031089664141955	1.5438182687041448	0.4195731113633104	9.91504	1.1971797458749611	9.010363221380652	1.2569598558308317	0.6551133832140658	16.14183541101076	1.3835768216478692	0.5328454505592797	65.6711912592456	28.62855476830191	0.37755	0.13377999999999998	6.0	0	48.3656	0.07425813465820508
2_03_16_yLB126_galactose_yLB168_yLB196_cellasics_01_w2488 laser 5_s10_t001_cell_010	2016020310010	galactose	-60	1	1.0975670969879283	8.634711769887192	1.295402807520836	0.5959232531333616	2.95882	1.0975670969879283	8.634711769887192	1.295402807520836	0.5959232531333616	8.634711769887192	1.295402807520836	0.5959232531333616	23.11749054173839	23.11749054173839	0.41226	0.1289	3.0	0	9.8419	0.11151983834299559
2_03_16_yLB126_galactose_yLB168_yLB196_cellasics_01_w2488 laser 5_s10_t002_cell_001	2016020310001	galactose	-45	2	2.762533357638703	20.28896428478274	1.4597731332244592	0.4692769979671798	7.5807	1.3812666788193515	10.14448214239137	1.2706232678549962	0.6386670006335264	14.032212422840631	1.3519102396232907	0.5577755376969236	44.966853248799524	26.684648396691603	0.41994	0.06292	5.0	0	34.2599	0.08063460073259708
2_03_16_yLB126_galactose_yLB168_yLB196_cellasics_01_w2488 laser 5_s10_t002_cell_002	2016020310002	galactose	-45	1	3.661541064244892	24.205030820969878	1.4515192106807162	0.4746291679581287	10.02415	3.661541064244892	24.205030820969878	1.4515192106807162	0.4746291679581287	24.205030820969878	1.4515192106807162	0.4746291679581287	32.52329593255637	32.52329593255637	0.47827	0.07354	2.0	0	63.0654	0.05805942821650052
