mitograph_data_extract_v2.py
directory: 2019_02_14_glycerol


image path	cellID	genotype	total number of mitochondria	total mitochondrial volume (um^3)	total mitochondrial surface area (um^2)	total normalized shape index	total sphericity	total length (um)	average volume of mitochondrion (um^3)	average surface area of mitochondrion (um^2)	average NSI of mitochondrion	average sphericity of mitochondrion	volume-weighted average surface area of mitochondria (um^2)	volume-weighted average NSI of mitochondrion	volume-weighted average sphericity of mitochondrion	average compactedness of mitochondrion	volume-weighted average compactedness of mitochondrion	average width (um)	std width (um)	number of endpoints	artifacts	cell volume (um^3)	mito/cell volume ratio
2019_02_14_yLB126_glycerol_01_w2488 laser 10_cell_001	2019021401001	glycerol	4	7.497399149871973	56.604363264788674	1.759012626816386	0.3272713365755268	24.65464	1.8743497874679933	14.151090816197168	1.3371736996539991	0.5892883862251582	20.436753639551515	1.4522540995460531	0.4877566645441028	106.88848660164992	33.334445960596035	0.43327	0.09503	13.0	2	148.7497	0.050402785013159514
2019_02_14_yLB126_glycerol_01_w2488 laser 10_cell_002	2019021401002	glycerol	7	13.039876679084813	97.2278646944812	1.9050022092239831	0.2755554675482457	39.52058	1.8628395255835453	13.889694956354461	1.3007073102645688	0.6372163345742449	27.71034535494326	1.500406261349169	0.4646276507440483	176.87432582731674	37.23530679956336	0.42377	0.10839	17.0	0	86.0173	0.15159597754271306
2019_02_14_yLB126_glycerol_01_w2488 laser 10_cell_003	2019021401003	glycerol	4	8.114322356481997	61.88646482897885	1.7802118583343094	0.31554159810310234	28.27835	2.0285805891204998	15.471616207244713	1.3146041678136535	0.6282660220712758	38.163796140746655	1.5923528161554046	0.4137930071016509	105.96800779440744	44.42855660360279	0.41807	0.09515	10.0	0	110.3827	0.07351081606521671
2019_02_14_yLB126_glycerol_01_w2488 laser 10_cell_004	2019021401004	glycerol	6	6.893219220795963	51.50896720409835	1.7148468051425203	0.34005513921784714	21.52664	1.1488698701326605	8.584827867349725	1.23685987937444	0.677382826462948	11.485714042966913	1.3139415318648275	0.5956754343334494	125.08858346878904	24.707228749303265	0.41961	0.09028	12.0	0	82.1949	0.08386431786882109
2019_02_14_yLB126_glycerol_01_w2488 laser 10_cell_005	2019021401005	glycerol	5	8.241609558042349	63.18486577899274	1.7894811417890828	0.312281134177328	31.052570000000006	1.6483219116084695	12.636973155798547	1.3354081552640855	0.5806464656730944	18.428727617376488	1.4313503006873871	0.5000401909200782	131.0719992963553	31.819912136375514	0.39757	0.09902	9.0	0	86.855	0.09488929316725978
2019_02_14_yLB126_glycerol_10_w2488 laser 10_cell_001	2019021400001	glycerol	5	5.710338600786286	44.02097369159112	1.6879793899554705	0.3509665452615674	17.44452	1.1420677201572569	8.804194738318225	1.2623096315065756	0.6531094894507989	26.41007710783483	1.4908232542784614	0.4719468923406554	112.47641702757136	36.49377922925537	0.38914	0.10112	12.0	1	53.2177	0.10730149181167704
2019_02_14_yLB126_glycerol_10_w2488 laser 10_cell_002	2019021400002	glycerol	4	3.569985717485668	26.808968623323498	1.5405501174431266	0.4213551797971439	8.86668	0.892496429371417	6.7022421558308745	1.2026398678789851	0.7116482580738712	13.036747967521146	1.3282317319141614	0.5833526584834257	76.49353215840534	25.554026327825483	0.41006	0.07966000000000001	9.0	1	29.3246	0.12174030395932657
2019_02_14_yLB126_glycerol_10_w2488 laser 10_cell_003	2019021400003	glycerol	3	5.203515824513432	38.850122446232426	1.63564295413775	0.3737859609454036	15.51887	1.7345052748378105	12.950040815410807	1.2507532622561357	0.7023534663611488	27.75592232741786	1.5051058650722653	0.4704471733350175	69.50989965187357	37.75458503725196	0.41681	0.08202999999999999	6.0	0	62.7996	0.08285906000218843
2019_02_14_yLB126_glycerol_10_w2488 laser 10_cell_004	2019021400004	glycerol	1	6.421065541875538	49.539798246687	1.721998175220895	0.3372365410482253	20.41029	6.421065541875538	49.539798246687	1.721998175220895	0.3372365410482253	49.539798246687	1.721998175220895	0.3372365410482253	54.30305305740993	54.30305305740993	0.38713	0.10165	7.0	0	60.6074	0.10594524005114124
2019_02_14_yLB126_glycerol_10_w2488 laser 10_cell_005	2019021400005	glycerol	1	6.513117726396197	47.386123918686856	1.6761796147826202	0.35592532546079025	18.77139	6.513117726396197	47.386123918686856	1.6761796147826202	0.35592532546079025	47.386123918686856	1.6761796147826202	0.35592532546079025	50.082713431570255	50.082713431570255	0.39214	0.10673	6.0	0	68.9011	0.09452850137945834
