mitograph_data_extract_v2.py
directory: 2019_02_16_ethanol


image path	cellID	genotype	total number of mitochondria	total mitochondrial volume (um^3)	total mitochondrial surface area (um^2)	total normalized shape index	total sphericity	total length (um)	average volume of mitochondrion (um^3)	average surface area of mitochondrion (um^2)	average NSI of mitochondrion	average sphericity of mitochondrion	volume-weighted average surface area of mitochondria (um^2)	volume-weighted average NSI of mitochondrion	volume-weighted average sphericity of mitochondrion	average compactedness of mitochondrion	volume-weighted average compactedness of mitochondrion	average width (um)	std width (um)	number of endpoints	artifacts	cell volume (um^3)	mito/cell volume ratio
2019_02_16_ethanol_11_w2488 laser 10_cell_004	2019021601004	ethanol	2	3.5783755494478817	25.22175099191411	1.4930817326112482	0.4485726968059682	10.83236	1.7891877747239409	12.610875495957055	1.2829282122488306	0.6377159954951446	18.735901264027472	1.3979921452158062	0.5251366986391711	47.0810841837368	29.615112543598524	0.41939	0.11322	2.0	0	37.281	0.09598389392580355
2019_02_16_ethanol_11_w2488 laser 10_cell_005	2019021601005	ethanol	1	6.791886128722543	51.205606366433365	1.7182508302178419	0.33870910802869547	26.73596	6.791886128722543	51.205606366433365	1.7182508302178419	0.33870910802869547	51.205606366433365	1.7182508302178419	0.33870910802869547	53.94930744939785	53.94930744939785	0.37816	0.11085	6.0	0	60.0143	0.11317112969279892
2019_02_16_ethanol_11_w2488 laser 10_cell_006	2019021601006	ethanol	4	8.420262169648106	62.86208158972474	1.7721906687634092	0.3184044354922788	30.512970000000006	2.1050655424120266	15.715520397431185	1.3380101908675166	0.5969790225492534	26.131569961443375	1.5003073359691232	0.4597620481499272	108.77698327273437	36.82731252623749	0.36643	0.10910999999999997	8.0	0	77.6898	0.10838311039091497
2019_02_16_ethanol_11_w2488 laser 10_cell_007	2019021601007	ethanol	5	9.847966969083624	76.51565912847651	1.8557418926025344	0.2903787666198879	38.36996	1.9695933938167247	15.303131825695305	1.2597774401074846	0.7019162800255616	47.027223557714564	1.6485397331376448	0.4046311419597571	122.74026462050782	50.691798157705094	0.36381	0.10697	13.0	0	74.939	0.13141310891636698
2019_02_16_ethanol_11_w2488 laser 10_cell_008	2019021601008	ethanol	2	6.863632142525909	52.018757700244095	1.7257846139502686	0.3357583442008231	24.34812	3.431816071262954	26.009378850122047	1.4011068488526064	0.5881412088660801	46.123049016639136	1.6702525418769902	0.3724294927269688	66.83842533906953	50.54300111601936	0.39995	0.09778	6.0	0	85.3737	0.08039515849173585
2019_02_16_ethanol_11_w2488 laser 10_cell_009	2019021601009	ethanol	2	4.861901567737315	34.685571696323706	1.5808729883788557	0.4001345403800213	15.68741	2.4309507838686577	17.342785848161853	1.4008914565329549	0.5133017772453002	19.7707568797054	1.4279706604268092	0.493505874385255	58.90314649507742	31.14843142536018	0.4154100000000001	0.1175	5.0	0	26.1878	0.18565521226438705
2019_02_16_ethanol_12_w2488 laser 10_cell_001	2019021602001	ethanol	4	9.104124851140966	69.89761006715398	1.820719454879704	0.301657365898878	35.28832	2.2760312127852416	17.474402516788494	1.313601121588488	0.6422131546164175	43.71848495774853	1.6282748817127926	0.40546937701874897	108.60935281517851	48.116387489447995	0.38553	0.10255999999999997	6.0	0	51.4072	0.17709824404248756
2019_02_16_ethanol_12_w2488 laser 10_cell_002	2019021602002	ethanol	1	4.371219302387924	32.85176914727292	1.5940543341193438	0.3935444201030617	17.64629	4.371219302387924	32.85176914727292	1.5940543341193438	0.3935444201030617	32.85176914727292	1.5940543341193438	0.3935444201030617	43.07601783261549	43.07601783261549	0.35064	0.1129	2.0	0	40.7648	0.10723024036393958
2019_02_16_ethanol_12_w2488 laser 10_cell_003	2019021602003	ethanol	1	7.613905638055477	59.05906024304322	1.7763643162234564	0.3169099822575593	36.24339000000001	7.613905638055477	59.05906024304322	1.7763643162234564	0.3169099822575593	59.05906024304322	1.7763643162234564	0.3169099822575593	59.610437332188866	59.610437332188866	0.37042	0.0914	4.0	0	63.8253	0.11929290795429832
2019_02_16_ethanol_12_w2488 laser 10_cell_004	2019021602004	ethanol	4	5.336128015030094	39.15669166001507	1.6283666034664486	0.3771339471120673	17.95759	1.3340320037575235	9.789172915003768	1.2623278111831229	0.6543653022643091	14.73842072256808	1.36563767416412	0.5440429362415155	88.991011732823	27.399192736094488	0.39135	0.12580999999999998	10.0	0	32.9351	0.16201948726526091
2019_02_16_ethanol_12_w2488 laser 10_cell_005	2019021602005	ethanol	4	8.242507727811786	61.451132696040744	1.7646954379721138	0.3211149121291881	25.09446	2.0606269319529464	15.362783174010186	1.2958871635735294	0.6497474072067392	35.09039011458396	1.5590977480956243	0.4348789342807643	102.06708286681445	41.92586306877196	0.41157	0.08073	11.0	0	62.3243	0.13225191021498495
2019_02_16_ethanol_12_w2488 laser 10_cell_006	2019021602006	ethanol	3	6.235502847781935	46.763466289747974	1.689484161640135	0.3503416334223097	18.65858	2.0785009492606448	15.587822096582661	1.3952805248735758	0.5188537290620908	17.49089908518788	1.4234327137281089	0.4985248278680224	87.56937284453475	30.975465793471376	0.41402	0.10576	6.0	0	70.2318	0.08878460822279842
2019_02_16_ethanol_12_w2488 laser 10_cell_007	2019021602007	ethanol	5	7.869697146329937	60.55572450614429	1.7790283415721615	0.3159615722902296	25.70155	1.5739394292659876	12.111144901228855	1.300845833310932	0.6281455915433712	29.815303503594023	1.537215558797723	0.4363370850763246	125.2239618798892	39.603484019921396	0.40962	0.09448	13.0	0	50.1041	0.1570669295792148
2019_02_16_ethanol_12_w2488 laser 10_cell_008	2019021602008	ethanol	2	7.738442687770605	57.656810902010406	1.745683027574798	0.3281475914883667	31.19976	3.8692213438853034	28.82840545100521	1.4470538470340868	0.5306200789841486	48.64450174913922	1.6720454734927688	0.3711801208784239	71.19573779326198	50.80356256241765	0.4112	0.10198	5.0	0	75.4395	0.10257812800682144
2019_02_16_ethanol_12_w2488 laser 10_cell_009	2019021602009	ethanol	2	7.580434017419847	56.32069716307794	1.737243084336901	0.33134377587094793	25.535	3.790217008709924	28.16034858153897	1.4327904267609701	0.5461084670276176	46.768227358861864	1.6584896004829592	0.3803319066052172	69.66420647869748	49.800914342820576	0.42878	0.09625	7.0	0	78.0245	0.09715453501681967
2019_02_16_ethanol_13_w2488 laser 10_cell_001	2019021603001	ethanol	3	7.3761826793395615	56.28952697077285	1.7526472509004187	0.3255449539618284	26.545440000000006	2.4587275597798537	18.76317565692429	1.3990158723129476	0.5416401526867299	32.65429111271235	1.570338303884258	0.41720962771662223	92.66910138791471	42.146697472801655	0.41125	0.09795	10.0	0	67.0479	0.1100136272625923
2019_02_16_ethanol_13_w2488 laser 10_cell_002	2019021603002	ethanol	3	7.640664843486881	58.18047478971962	1.7610412073745485	0.3224489472297363	26.84865	2.546888281162294	19.39349159657321	1.350929411990003	0.6008335526168459	42.34919968610808	1.626543210374904	0.4002663930514482	87.27654428145382	47.44579315794321	0.39123	0.1051	12.0	0	62.6442	0.12196923008813076
2019_02_16_ethanol_13_w2488 laser 10_cell_003	2019021603003	ethanol	1	3.872837049958115	29.38965642623808	1.5698040703546328	0.4057972488317124	15.79771	3.872837049958115	29.38965642623808	1.5698040703546328	0.4057972488317124	29.38965642623808	1.5698040703546328	0.4057972488317124	41.13983440247289	41.13983440247289	0.39884	0.11839	1.0	0	35.7946	0.10819612595078908
2019_02_16_ethanol_13_w2488 laser 10_cell_004	2019021603004	ethanol	2	5.317927057326372	39.055968717173464	1.628124154709058	0.3772462757260248	17.68974	2.658963528663186	19.527984358586732	1.3625813765769323	0.5886787616411705	31.370451335807616	1.5447877513497097	0.4357485166531076	58.565636651910864	40.18170468357679	0.40282	0.08586	4.0	0	51.2213	0.10382257102663096
2019_02_16_ethanol_13_w2488 laser 10_cell_005	2019021603005	ethanol	1	2.931447998278691	21.891896465011282	1.4866391503713683	0.452469040513721	11.00597	2.931447998278691	21.891896465011282	1.4866391503713683	0.452469040513721	21.891896465011282	1.4866391503713683	0.452469040513721	34.94160772605043	34.94160772605043	0.40471	0.09991	3.0	0	31.791	0.0922099964857567
2019_02_16_ethanol_13_w2488 laser 10_cell_006	2019021603006	ethanol	5	4.9733155020759865	37.577348439545666	1.6330732557265402	0.3749632172509064	13.56731	0.9946631004151972	7.515469687909134	1.2229175082127288	0.6905211587180211	17.523152520215515	1.3847839577763306	0.5390703442352851	100.9814713226936	29.058809931225444	0.42614	0.08404	12.0	1	29.2458	0.17005229817874656
2019_02_16_ethanol_13_w2488 laser 10_cell_007	2019021603007	ethanol	1	5.344865622264986	40.119660241611136	1.647369283806326	0.3684835222171472	19.38068	5.344865622264986	40.119660241611136	1.647369283806326	0.3684835222171472	40.119660241611136	1.647369283806326	0.3684835222171472	47.544368009106925	47.544368009106925	0.40235	0.09131	3.0	0	49.2423	0.10854216034313965
2019_02_16_ethanol_13_w2488 laser 10_cell_008	2019021603008	ethanol	2	5.9356712762847845	45.804117783804166	1.699757314479304	0.3461195756184829	22.83754	2.9678356381423923	22.902058891902083	1.4656422406962817	0.4861512895219818	30.178218189781973	1.5628002020151053	0.4226128960979719	69.8596354078646	41.62039445589004	0.38335	0.11057	4.0	0	50.2506	0.11812140106356511
2019_02_16_ethanol_13_w2488 laser 10_cell_009	2019021603009	ethanol	4	6.091738909089528	46.135512907895205	1.6912008462270651	0.34963075293843976	24.54529	1.522934727272382	11.533878226973801	1.2123499072267507	0.7490835365565202	35.78847257613652	1.5752536900903478	0.4296911456365673	86.04132046861591	43.09510181010425	0.3856	0.11161	6.0	0	50.0493	0.12171476742111334
2019_02_16_ethanol_13_w2488 laser 10_cell_010	2019021603010	ethanol	11	8.146837490487375	65.20432826007992	1.83010893671098	0.3002850665488378	26.516440000000006	0.7406215900443068	5.9276662054618106	1.1954875114244872	0.7231683684392467	13.302886571249607	1.3457559657935738	0.5765905752354661	207.99055451902512	27.071816452318316	0.38197	0.12567	26.0	3	62.8318	0.12966105523775182
2019_02_16_ethanol_14_w2488 laser 10_cell_001	2019021604001	ethanol	3	7.425500155501541	56.200434814986004	1.7473740096416368	0.32751278383137	23.9032	2.475166718500513	18.733478271661998	1.3918991814847184	0.5573987065947364	28.974676770773048	1.545420409546432	0.42521129129708973	91.78413343563813	39.69167727174469	0.42333	0.07485	10.0	0	49.107	0.15121062487021283
2019_02_16_ethanol_14_w2488 laser 10_cell_002	2019021604002	ethanol	3	6.810215972198832	52.9262342721152	1.7453122631810882	0.32828702598193604	27.104640000000003	2.270071990732944	17.642078090705066	1.3257276113628829	0.6389338933114121	40.00050470024565	1.6337954026568582	0.3921652533472022	84.30018236995748	47.78554634273223	0.36852	0.11087	7.0	1	60.3046	0.11293029009725347
2019_02_16_ethanol_14_w2488 laser 10_cell_003	2019021604003	ethanol	3	4.777666837547658	35.071771356507824	1.5989375476557446	0.3911442927466145	16.01332	1.5925556125158862	11.690590452169275	1.2872233212303703	0.6307471056583774	18.291149833354453	1.4056096246572354	0.5198956880711623	71.08862532648152	30.18893052408636	0.41836	0.08648	7.0	0	45.19	0.10572398401300416
2019_02_16_ethanol_14_w2488 laser 10_cell_004	2019021604004	ethanol	6	5.219687501592533	39.91225576391315	1.6561369257098546	0.3645923224957357	13.70301	0.8699479169320888	6.652042627318858	1.1875192097002591	0.7377513880397206	13.740717991746465	1.3337933073538335	0.5913822358004027	111.9648873953638	26.377379372632323	0.38976	0.10914	14.0	1	48.7305	0.10711335819645876
2019_02_16_ethanol_14_w2488 laser 10_cell_005	2019021604005	ethanol	4	5.257966424099196	39.794892127938645	1.6565942387414765	0.36745316998801264	18.84343	1.3144916060247989	9.948723031984661	1.2836012847062392	0.6311026568175628	18.332424398573067	1.416188337851054	0.5084864128936155	93.5028291457305	30.745507384490754	0.37633	0.10585	10.0	2	32.3684	0.16244134477141892
2019_02_16_ethanol_14_w2488 laser 10_cell_006	2019021604006	ethanol	5	6.786096844898178	50.57041429526805	1.7080457895764192	0.3427685613628325	22.78113	1.3572193689796357	10.114082859053608	1.2363307903872918	0.6999527253795985	19.751612740672996	1.4254711325370992	0.5115733441369101	108.00621174072424	31.63539624410058	0.40134	0.10016	14.0	0	47.9436	0.14154333101598915
2019_02_16_ethanol_14_w2488 laser 10_cell_007	2019021604007	ethanol	1	4.319250503888102	32.43585732331162	1.5902588857782385	0.3954251956161348	17.03929	4.319250503888102	32.43585732331162	1.5902588857782385	0.3954251956161348	32.43585732331162	1.5902588857782385	0.3954251956161348	42.76905746930435	42.76905746930435	0.37784	0.08116	3.0	0	42.4608	0.10172324835820575
2019_02_16_ethanol_14_w2488 laser 10_cell_008	2019021604008	ethanol	4	6.6317167333591565	48.04861690762596	1.677733825849116	0.35526619009187194	19.08837	1.6579291833397896	12.01215422690649	1.2865838770313418	0.6355717467544457	19.417564456459797	1.4166104226795468	0.5095220087145631	95.08168343229029	30.808745732837238	0.41964	0.12796	9.0	0	43.2773	0.15323776514152124
2019_02_16_ethanol_14_w2488 laser 10_cell_009	2019021604009	ethanol	3	7.320745071266536	55.14799163438504	1.739152613327667	0.3306165674660971	25.55433	2.4402483570888456	18.382663878128348	1.3718863516384838	0.5682391976588673	32.11189051726267	1.5511836662975047	0.4338663229050381	88.23858366085207	41.004804126811294	0.40281	0.10304	6.0	0	66.16	0.1106521322742826
2019_02_16_ethanol_14_w2488 laser 10_cell_010	2019021604010	ethanol	3	8.27536750495223	62.14569048115774	1.7722882167785918	0.3183693860396688	30.21634	2.7584558349840766	20.71523016038591	1.3310553821634168	0.6363240087996612	54.168817364147756	1.7035427807287706	0.356406498646654	86.45132607818707	53.53638869457372	0.40663	0.09487	12.0	0	79.8936	0.10357985501907825
2019_02_16_ethanol_14_w2488 laser 10_cell_011	2019021604011	ethanol	6	7.455877562073545	57.28805804252274	1.7618018658891863	0.3221705724663405	24.51872	1.2426462603455908	9.548009673753793	1.286564988794469	0.6169135151413659	12.709784171786287	1.3457294863383868	0.5641515956048005	138.86205012516695	26.428721001642533	0.38869	0.11886	14.0	0	54.7368	0.13621325254807634
2019_02_16_ethanol_14_w2488 laser 10_cell_012	2019021604012	ethanol	3	6.38579135116283	48.53394506624807	1.7075594258312332	0.34296385054659684	25.8157	2.1285971170542757	16.17798168874936	1.2836797868451668	0.6850768955095049	42.6243594747459	1.6449672350418632	0.38486380168825135	77.74537868163715	48.324270191132825	0.4016	0.10651	8.0	1	56.9344	0.11216051018650991
2019_02_16_ethanol_15_w2488 laser 10_cell_001	2019021605001	ethanol	3	8.127202011881998	63.405196565491025	1.8009708331591998	0.3083093112882841	32.52508	2.7090673372939995	21.135065521830345	1.4217240882410809	0.5244576948382379	37.31864839482221	1.604501085501676	0.4087018297303619	97.84078075301463	45.67035513407872	0.3920300000000001	0.102	12.0	0	68.0079	0.11950379311641732
2019_02_16_ethanol_15_w2488 laser 10_cell_002	2019021605002	ethanol	3	4.267290328758833	31.76590085440442	1.5801117235354831	0.4005201861930952	14.19154	1.4224301095862772	10.588633618134805	1.2340672367644732	0.7056598952611702	23.716784803203844	1.4666150174603676	0.4850799260835805	65.11637101374211	34.48804171300292	0.42898	0.10314	9.0	0	40.1771	0.1062120045687427
2019_02_16_ethanol_15_w2488 laser 10_cell_003	2019021605003	ethanol	2	6.522331730463468	49.653745252991676	1.7150086537626434	0.3399909589492125	24.85461	3.261165865231733	24.826872626495838	1.5244144684896137	0.4316945459986139	26.4719671805656	1.5378447437408544	0.42409604649201305	75.58673984116113	38.789444958372776	0.38584	0.09509	6.0	0	40.6209	0.16056590894006456
2019_02_16_ethanol_15_w2488 laser 10_cell_004	2019021605004	ethanol	3	6.453878324094273	49.97945458488882	1.726686272163357	0.33540777649221315	24.50404	2.1512927746980908	16.65981819496294	1.2952406510111476	0.6698413820188381	40.09184493691017	1.6270463934474917	0.4013052737824417	79.46708366089332	47.372987417337576	0.40231	0.1151	11.0	0	61.37	0.10516340759482276
2019_02_16_ethanol_15_w2488 laser 10_cell_005	2019021605005	ethanol	3	6.041103210824431	43.843936839568	1.6532579671682408	0.3658632192595201	19.41299	2.0137010702748106	14.614645613189332	1.3087058939207925	0.6170969759038777	28.440132392889854	1.4955468739924591	0.4670451394818119	76.12884667919411	36.728216282730905	0.4441100000000001	0.08859	8.0	0	61.1612	0.09877345785930347
2019_02_16_ethanol_15_w2488 laser 10_cell_006	2019021605006	ethanol	2	5.0742860540253325	38.78997794203578	1.6481347715787564	0.3681413121857203	19.51195	2.5371430270126663	19.39498897101789	1.358843558522027	0.6120634086881177	36.761191075642344	1.6208707735890855	0.3851988956860919	59.84792434690257	45.568210543739895	0.40734	0.08857000000000001	5.0	0	51.6067	0.09832610986607035
2019_02_16_ethanol_15_w2488 laser 10_cell_007	2019021605007	ethanol	2	6.9351150427495085	54.80934175287261	1.7653629497966026	0.32087212072281435	28.93556	3.4675575213747543	27.404670876436306	1.5271502671096937	0.4463508193172833	40.92808393139747	1.6543253709969103	0.3729898583800293	78.7883639442955	48.898963585500745	0.37469	0.10859	9.0	0	68.2749	0.10157634859588968
2019_02_16_ethanol_15_w2488 laser 10_cell_008	2019021605008	ethanol	1	8.005739248678479	61.223408584501435	1.7786187926426242	0.3161070971462725	29.94723	8.005739248678479	61.223408584501435	1.7786187926426242	0.3161070971462725	61.223408584501435	1.7786187926426242	0.3161070971462725	59.83768963283406	59.83768963283406	0.3928	0.08482	6.0	0	76.7234	0.10434547020437675
2019_02_16_ethanol_15_w2488 laser 10_cell_009	2019021605009	ethanol	3	7.4574702236714625	55.90674334811571	1.74030830394241	0.3301776066275163	24.5369	2.4858234078904884	18.63558111603857	1.3142803652235977	0.6477781695281914	41.11803650456186	1.6116604170522946	0.4109881171914985	82.15511758735411	46.32641741205518	0.40844	0.10938	11.0	0	65.2316	0.11432296959865253
2019_02_16_ethanol_15_w2488 laser 10_cell_010	2019021605010	ethanol	3	8.999892612559774	72.20499988820846	1.8576438941803828	0.2897844459004744	35.22786	2.9999642041865915	24.06833329606949	1.4568743657981624	0.5039854331976032	45.229362983038094	1.6741497020084632	0.3758229927109329	106.40200038034772	51.85821496875928	0.37142	0.0984	12.0	0	76.811	0.11716931966202462
2019_02_16_ethanol_15_w2488 laser 10_cell_011	2019021605011	ethanol	5	7.637904872260357	56.953508720463155	1.7425828349144632	0.3293162311435631	22.13054	1.5275809744520716	11.390701744092631	1.2522058234381672	0.677350862515014	29.79496398540432	1.5015921881449417	0.4745359396297908	112.67252270993224	37.895069794448325	0.41997	0.09882	14.0	0	59.0592	0.1293262501398657
