Gomp_12h,N0_linear,Gomp_4h,r2_growthrate2,Gomp_8h,growthrate2,Gomp_6h,growthrate1,Gomp_10h,r2_growthrate1,t_graphical
1.171643629621364,14861.0,0.034421889974522266,0.9970884791333342,0.3935195275169033,0.004848056530892873,0.14816949097798926,0.010719495956489387,0.7565475831092807,0.9992776479939536,372.8148383940689
1.3869978374765604,13992.666666666664,0.04996564694713985,0.9991549356609066,0.5221658119303046,0.005277460696480165,0.20803058303231348,0.011739527659501555,0.9455581130857744,0.9820233114700884,340.84383707765215
1.2980670546395778,18753.666666666668,0.07176398569247586,0.9956387881938682,0.5078809734564667,0.004833874442242854,0.2280559333776665,0.010087503585542692,0.8842051412120515,0.9980074269347556,334.2996262673645
1.3803744571418837,17427.666666666668,0.06122790516247713,0.9991981427063246,0.5071245945091087,0.005289251478363693,0.214198414855256,0.010878236362219143,0.917726378896628,0.9970792721781612,346.1272453386352
1.3440488511778563,10829.333333333334,0.0510471267801453,0.9990994216297996,0.5081665510477641,0.005080950317573032,0.20541499473856092,0.009225587166044824,0.9160584360175686,0.9929636154868388,338.90753205680716
1.027828517697496,14570.5,0.025030034839856285,0.9965328961005036,0.370805647652198,0.004027837519538552,0.13284530804167946,0.01081191627576435,0.6971254648582207,0.999528659625659,351.1227984782877
1.0856295027859757,15534.0,0.028820929226050836,0.9912371448301156,0.3748883980654071,0.004598239772923321,0.137256393293237,0.011762132382232254,0.7158591462940144,0.9998402749825284,376.2448391248297
1.2909889898134022,10500.0,0.049932483641801216,0.999454078585535,0.4821096586183766,0.004903739579717255,0.19585746409375204,0.00968228592146742,0.8729401051860668,0.9950155955921202,341.33314920742265
1.3541371183744753,32214.33333333333,0.06716991838857778,0.99803264082607,0.4836628197356596,0.005163515078502083,0.21135947963699805,0.0108077578412474,0.8793694427685202,0.9982829430075584,352.89870663770967
1.0836149761178324,21400.33333333333,0.024614214243615862,0.9986249000752384,0.32553819625601577,0.005298537164805298,0.11421596537883302,0.01070678791432109,0.6653154824341364,0.9911340585214296,423.5144880640106
1.1044430704023254,22359.66666666667,0.029665454434962307,0.9985424865204442,0.3285746109361256,0.0048930474746755786,0.12105776709422986,0.011728873678837407,0.6676207748567363,0.9949843250851224,399.4660775450335
1.2589812815687438,22418.66666666667,0.03797087904235005,0.9989829117163485,0.4057075086832059,0.005446458046792244,0.15405512670136634,0.012020622661490218,0.7924630305073582,0.997602497353646,388.7171363956109
1.3127805887508583,12837.0,0.036676927560604124,0.9978676943425788,0.4409741758292423,0.005441682156068335,0.16371824158687165,0.011394817339793159,0.8500075628125151,0.997646919394273,373.5350929044907
1.2866944151687978,16182.666666666664,0.02985836153813658,0.9991349818762828,0.44491341507803744,0.005159139842312695,0.15709430277686487,0.011687183035838116,0.8545641081759627,0.9959454697005259,360.28017750081665
