mitograph_data_extract_v2.py
directory: 2015_10_30_s9


image path	cellID	genotype	time	total number of mitochondria	total mitochondrial volume (um^3)	total mitochondrial surface area (um^2)	total normalized shape index	total sphericity	total length (um)	average volume of mitochondrion (um^3)	average surface area of mitochondrion (um^2)	average NSI of mitochondrion	average sphericity of mitochondrion	volume-weighted average surface area of mitochondria (um^2)	volume-weighted average NSI of mitochondrion	volume-weighted average sphericity of mitochondrion	average compactedness of mitochondrion	volume-weighted average compactedness of mitochondrion	average width (um)	std width (um)	number of endpoints	artifacts	cell volume (um^3)	mito/cell volume ratio
10_30_15_yLB126_yLB146_yLB180_yLB196_cellasics_01_w2488 laser 5_s10_t001_cell_001	2015103010001	mig1mig2	-60	2	1.8091554488822847	13.797128336609184	1.3862035122836278	0.5204104517447123	5.638730000000002	0.9045777244411426	6.898564168304592	1.2186631020758258	0.696846899196096	11.998854898792464	1.3351403040595244	0.5651443598348975	39.81381682612136	25.446852961095853	0.37984	0.11372	5.0	0	17.8463	0.10137425958782968
10_30_15_yLB126_yLB146_yLB180_yLB196_cellasics_01_w2488 laser 5_s10_t001_cell_002	2015103010002	mig1mig2	-60	3	5.709914414994805	42.270721451948646	1.6541233854648871	0.3654804885641001	18.18659	1.9033048049982684	14.090240483982885	1.2733568362446566	0.6782389851065386	34.2184236307743	1.5672866694748906	0.4223553613978056	73.4032111577774	41.88356548268189	0.39324	0.1211	7.0	1	47.5623	0.12005126781074096
10_30_15_yLB126_yLB146_yLB180_yLB196_cellasics_01_w2488 laser 5_s10_t001_cell_003	2015103010003	mig1mig2	-60	2	8.472834799547721	59.63765988600919	1.7225638221637147	0.3370150972954791	25.87128	4.2364173997738614	29.818829943004594	1.469373429167752	0.4911468726770855	43.44261187046133	1.6075439013802082	0.4005438895926352	71.4213918858895	45.29011211254459	0.42869	0.08342000000000001	7.0	0	101.5298	0.08345170383028157
10_30_15_yLB126_yLB146_yLB180_yLB196_cellasics_01_w2488 laser 5_s10_t001_cell_004	2015103010004	mig1mig2	-60	2	7.960606232710062	55.657367975563425	1.6990411186250105	0.3464114363024538	22.22702	3.980303116355032	27.828683987781712	1.5121679701381767	0.4382769878690137	29.692551458425797	1.523546879510989	0.4316858078233632	73.70617518507959	37.68342296504253	0.45943	0.08997000000000001	9.0	0	120.1302	0.06626648613512724
10_30_15_yLB126_yLB146_yLB180_yLB196_cellasics_01_w2488 laser 5_s10_t001_cell_005	2015103010005	mig1mig2	-60	1	5.479520718873537	39.34558078653996	1.6179250288847808	0.3820174603209677	16.55272	5.479520718873537	39.34558078653996	1.6179250288847808	0.3820174603209677	39.34558078653996	1.6179250288847808	0.3820174603209677	45.0403096052016	45.0403096052016	0.42587	0.09705	1.0	0	62.589	0.08754766362896893
10_30_15_yLB126_yLB146_yLB180_yLB196_cellasics_01_w2488 laser 5_s10_t001_cell_006	2015103010006	mig1mig2	-60	3	6.48614056622324	45.472742059225176	1.6442634032079406	0.3698769081210571	17.6522	2.1620468554077465	15.157580686408393	1.3206522146338242	0.5958798498439545	23.612932926103312	1.4383910397729058	0.5026402226082742	76.70905601585542	32.71229352026296	0.45239	0.07357000000000001	8.0	0	64.2879	0.1008920895879822
10_30_15_yLB126_yLB146_yLB180_yLB196_cellasics_01_w2488 laser 5_s10_t001_cell_007	2015103010007	mig1mig2	-60	3	5.968968549633039	42.18204751705822	1.6281284647199978	0.377244278422423	16.37785	1.9896561832110131	14.060682505686072	1.3163013447129737	0.5986270481640849	21.597967277565264	1.422775843404896	0.5091773618635734	75.53203686706662	31.403250942467775	0.42932	0.10266	8.0	0	68.0517	0.08771226214235706
10_30_15_yLB126_yLB146_yLB180_yLB196_cellasics_01_w2488 laser 5_s10_t001_cell_008	2015103010008	mig1mig2	-60	3	4.256071398345429	30.452572655910444	1.5484610900093854	0.41706083307600905	11.97642	1.418690466115143	10.150857551970148	1.2730559785019164	0.6341828725250641	16.130540366118034	1.3701171150883686	0.5403418933468379	67.67708677209376	27.701296060056844	0.4111800000000001	0.13296	5.0	0	21.1405	0.20132311905325934
10_30_15_yLB126_yLB146_yLB180_yLB196_cellasics_01_w2488 laser 5_s10_t001_cell_009	2015103010009	mig1mig2	-60	2	3.6316946198505886	26.48530354812307	1.5225000220190892	0.43140520914712144	12.08328	1.8158473099252943	13.242651774061532	1.3161140299391647	0.600946351888551	19.20168899183353	1.4200594862335056	0.5072717937681277	50.42906507308052	30.984417532811786	0.41092	0.10968	3.0	0	25.7899	0.14081848397436939
10_30_15_yLB126_yLB146_yLB180_yLB196_cellasics_01_w2488 laser 5_s10_t002_cell_001	2015103010001	mig1mig2	-45	1	2.7108443577467374	19.389079215670805	1.436045947616154	0.4849124430615313	8.023539999999999	2.7108443577467374	19.389079215670805	1.436045947616154	0.4849124430615313	19.389079215670805	1.436045947616154	0.4849124430615313	31.49424445179491	31.49424445179491	0.40786	0.08837	4.0	0	27.0787	0.10010984123117939
10_30_15_yLB126_yLB146_yLB180_yLB196_cellasics_01_w2488 laser 5_s10_t002_cell_002	2015103010002	mig1mig2	-45	2	6.710450020426983	48.521072764885425	1.6793423987238605	0.3545859263617313	18.53727	3.3552250102134913	24.260536382442712	1.4204447207931228	0.532450896227326	37.241777240052606	1.5806953998639512	0.41510363149649054	65.3088813377402	43.05188939588021	0.42307	0.09112	6.0	0	55.9079	0.12002686597827826
10_30_15_yLB126_yLB146_yLB180_yLB196_cellasics_01_w2488 laser 5_s10_t002_cell_003	2015103010003	mig1mig2	-45	1	7.817920755520323	54.97507017246432	1.6988058425541517	0.3465073954325949	25.98766	7.817920755520323	54.97507017246432	1.6988058425541517	0.3465073954325949	54.97507017246432	1.6988058425541517	0.3465073954325949	52.138366982920466	52.138366982920466	0.41473	0.08637	4.0	0	99.3524	0.07868879619939048
10_30_15_yLB126_yLB146_yLB180_yLB196_cellasics_01_w2488 laser 5_s10_t002_cell_004	2015103010004	mig1mig2	-45	1	8.645138146938686	60.68772231197946	1.7260407483466271	0.3356587024281685	27.27744	8.645138146938686	60.68772231197946	1.7260407483466271	0.3356587024281685	60.68772231197946	1.7260407483466271	0.3356587024281685	54.686398101633564	54.686398101633564	0.42067	0.10607	7.0	0	136.3121	0.06342164889939109
10_30_15_yLB126_yLB146_yLB180_yLB196_cellasics_01_w2488 laser 5_s10_t002_cell_005	2015103010005	mig1mig2	-45	1	5.243983080804568	38.614303133526406	1.626465833323303	0.3780159377479019	16.73108	5.243983080804568	38.614303133526406	1.626465833323303	0.3780159377479019	38.614303133526406	1.626465833323303	0.3780159377479019	45.757366424283966	45.757366424283966	0.41316	0.10162	2.0	0	66.8075	0.07849392778961296
10_30_15_yLB126_yLB146_yLB180_yLB196_cellasics_01_w2488 laser 5_s10_t002_cell_006	2015103010006	mig1mig2	-45	2	5.468077868569035	38.951120203486866	1.6109164522982435	0.38534876018083	16.53942	2.7340389342845177	19.475560101743433	1.428668576844318	0.4927889269147123	20.286977619514253	1.4408347198688358	0.4844122428002626	62.383030393507816	31.98427861095303	0.44334	0.0907	3.0	0	65.7859	0.0831192986425516
10_30_15_yLB126_yLB146_yLB180_yLB196_cellasics_01_w2488 laser 5_s10_t002_cell_007	2015103010007	mig1mig2	-45	1	6.533288630746101	46.65708619599032	1.6615221267363962	0.36223277386190705	20.74246	6.533288630746101	46.65708619599032	1.6615221267363962	0.36223277386190705	46.65708619599032	1.6615221267363962	0.36223277386190705	48.78031207092097	48.78031207092097	0.43118	0.08521000000000001	2.0	0	70.6977	0.09241161495700853
10_30_15_yLB126_yLB146_yLB180_yLB196_cellasics_01_w2488 laser 5_s10_t002_cell_008	2015103010008	mig1mig2	-45	1	3.8662086161099	27.700782119072514	1.5249029057407222	0.43004669665401346	13.14867	3.8662086161099	27.700782119072514	1.5249029057407222	0.43004669665401346	27.700782119072514	1.5249029057407222	0.43004669665401346	37.709672673488456	37.709672673488456	0.42993	0.11098	4.0	0	35.7952	0.10800913575311494
