,r,time
0,0.998834058108023,0
1,0.9495688422085087,2
2,0.6934326119562888,4
3,0.27138221933809215,6
4,0.20032845537992316,8
5,0.21979878657553184,10
6,0.19193745543445045,12
7,0.23613320334547694,24
