mitograph_data_extract_v2.py
directory: 2019_02_15_glucose


image path	cellID	genotype	total number of mitochondria	total mitochondrial volume (um^3)	total mitochondrial surface area (um^2)	total normalized shape index	total sphericity	total length (um)	average volume of mitochondrion (um^3)	average surface area of mitochondrion (um^2)	average NSI of mitochondrion	average sphericity of mitochondrion	volume-weighted average surface area of mitochondria (um^2)	volume-weighted average NSI of mitochondrion	volume-weighted average sphericity of mitochondrion	average compactedness of mitochondrion	volume-weighted average compactedness of mitochondrion	average width (um)	std width (um)	number of endpoints	artifacts	cell volume (um^3)	mito/cell volume ratio
2019_02_15_glucose_01_w2488 laser 10_cell_001	2019021501001	glucose	2	2.7613499001030704	19.53084340930193	1.4324450019159969	0.4873534975410556	7.268639999999999	1.3806749500515352	9.765421704650961	1.2511158963108788	0.6550929992773369	12.28629639144887	1.3093854176714042	0.5945778119033762	42.69699729744	24.266540244555774	0.4332	0.07042000000000001	4.0	0	45.8295	0.060252673498577776
2019_02_15_glucose_01_w2488 laser 10_cell_002	2019021501002	glucose	5	6.2675830567977675	48.26339503215468	1.7134318655553682	0.3406170012400779	20.02725	1.2535166113595533	9.652679006430937	1.2740055869084372	0.6487760963645084	16.95334551667327	1.4111993888322916	0.5132057554422625	115.44674146775844	30.404610107329944	0.38943	0.10937	12.0	1	84.9697	0.073762565441537
2019_02_15_glucose_01_w2488 laser 10_cell_003	2019021501003	glucose	3	4.865222918418459	38.32741649082814	1.6614162841325817	0.3622789283164845	17.700789999999994	1.621740972806153	12.775805496942716	1.3160673463510737	0.6229297822498177	23.094296143920733	1.5030017154059137	0.4539130794779558	78.26273342874906	36.861864983098116	0.33901	0.10821	8.0	1	73.0684	0.06658450052852477
2019_02_15_glucose_01_w2488 laser 10_cell_004	2019021501004	glucose	2	3.73094571938674	26.751499849909344	1.5164416205352682	0.4348591460858043	10.49219	1.86547285969337	13.375749924954672	1.3408387071318306	0.5614004039491685	14.625539341610306	1.3633739759540695	0.5425877637388161	51.74769228317522	27.1677741424218	0.43159	0.06978	5.0	0	69.1671	0.0539410459508457
2019_02_15_glucose_01_w2488 laser 10_cell_005	2019021501005	glucose	3	4.239755168316422	31.24174142262814	1.5704060574828216	0.4054861981984152	10.252	1.4132517227721404	10.413913807542713	1.254858707898106	0.6717495294029402	14.723771085396356	1.3616527818790358	0.5595714498510994	66.53421202192222	27.66028169780715	0.43596	0.08341	5.0	0	66.0747	0.06416609032377629
2019_02_15_glucose_01_w2488 laser 10_cell_006	2019021501006	glucose	3	5.1133451988291165	38.0763787889217	1.6287360892214893	0.3769628576193669	13.93411	1.7044483996097053	12.6921262629739	1.3138119617525563	0.6022978358996912	20.494822466993014	1.4338858310309486	0.5011590889012085	75.31761542750262	32.126469703842744	0.42058	0.08847999999999999	7.0	0	81.0969	0.0630522892839198
2019_02_15_glucose_01_w2488 laser 10_cell_007	2019021501007	glucose	1	2.422034167890496	18.088240995741415	1.4401111638266153	0.4821786379645049	8.50591	2.422034167890496	18.088240995741415	1.4401111638266153	0.4821786379645049	18.088240995741415	1.4401111638266153	0.4821786379645049	31.76246781257469	31.76246781257469	0.43027	0.13271	3.0	0	50.3766	0.04807855567645486
2019_02_15_glucose_01_w2488 laser 10_cell_008	2019021501008	glucose	5	2.8430031342018585	23.056847498145803	1.5413412043797958	0.42092277321807137	8.57419	0.5686006268403717	4.611369499629161	1.1950058099227578	0.7127277377720358	9.799294344362384	1.299632763088275	0.5986434372768066	92.47573351335095	23.573005628598896	0.35621	0.10639	12.0	1	55.1653	0.05153607674030339
2019_02_15_glucose_01_w2488 laser 10_cell_009	2019021501009	glucose	5	4.181014041664418	30.168177604336318	1.550381582007185	0.4160282280487961	8.71707	0.8362028083328836	6.033635520867263	1.1584607757554206	0.7636103465385021	9.943546073299936	1.2472982125525798	0.667079702756632	85.10819194342626	21.376647519992407	0.44525	0.11521	9.0	0	56.7271	0.07370399758958977
2019_02_15_glucose_01_w2488 laser 10_cell_010	2019021501010	glucose	5	4.812197135138412	35.354616577507244	1.601523074091301	0.38988237203618054	9.94272	0.9624394270276824	7.0709233155014495	1.1844368925008717	0.7414353295415415	10.555809450809267	1.2822804877858054	0.6297738654513086	92.19789294287467	23.103597793585273	0.36429	0.13135	10.0	0	75.9908	0.0633260491419805
