mitograph_data_extract_v2.py
directory: 2016_02_09_s6


image path	cellID	genotype	time	total number of mitochondria	total mitochondrial volume (um^3)	total mitochondrial surface area (um^2)	total normalized shape index	total sphericity	total length (um)	average volume of mitochondrion (um^3)	average surface area of mitochondrion (um^2)	average NSI of mitochondrion	average sphericity of mitochondrion	volume-weighted average surface area of mitochondria (um^2)	volume-weighted average NSI of mitochondrion	volume-weighted average sphericity of mitochondrion	average compactedness of mitochondrion	volume-weighted average compactedness of mitochondrion	average width (um)	std width (um)	number of endpoints	artifacts	cell volume (um^3)	mito/cell volume ratio
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_001	2016020910001	snf1	-60	4	6.265555489505419	43.78524757238968	1.632182244269418	0.37537271529037214	15.54561	1.5663888723763548	10.94631189309742	1.263281571149301	0.645350170401527	16.292073945084113	1.3537971365605137	0.5611682180464029	88.50121637108612	27.0540820034131	0.44354	0.09787	9.0	0	81.9789	0.07642887974229247
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_002	2016020910002	snf1	-60	2	2.772759905566531	19.309427951347228	1.422345882431843	0.4942988047300932	7.02312	1.3863799527832654	9.654713975673618	1.25947896739871	0.6351196477537275	10.570600947119594	1.2790299580604099	0.6154504770375618	42.810764616016094	22.395661058174944	0.45425	0.07798	6.0	0	61.503	0.045083327733062305
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_003	2016020910003	snf1	-60	2	5.667834845561911	40.03855735767797	1.6138311202070559	0.383958094945511	14.20977	2.833917422780956	20.019278678838987	1.4262084741307168	0.49659749322625	21.761910184187	1.4499245564415808	0.4801370752103194	62.32345058040633	32.702508325421014	0.45647	0.08094	6.0	0	94.8524	0.059754258675182824
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_004	2016020910004	snf1	-60	3	4.414060900430926	31.14348255553051	1.5470181833537406	0.4178391826764337	10.66875	1.4713536334769757	10.381160851843502	1.2276984788230831	0.7007493020491816	15.39688491125292	1.3437997328708284	0.5861807842762329	62.75695461901171	27.07640982081636	0.4431	0.09367	7.0	0	60.0422	0.07351597543779086
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_005	2016020910005	snf1	-60	2	1.801778858441213	12.890332088196145	1.3417022926198687	0.555504621336047	3.99828	0.9008894292206068	6.4451660440980705	1.2037647968164062	0.7074088738208539	11.823174364862545	1.3072328103940098	0.5867942272806606	38.017999692793325	23.805543398204335	0.40388	0.11091	4.0	0	29.2476	0.06160433192607986
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_006	2016020910006	snf1	-60	1	5.472147638113609	37.668943298356474	1.5837880230990589	0.3986629638193459	14.98889	5.472147638113609	37.668943298356474	1.5837880230990589	0.3986629638193459	37.668943298356474	1.5837880230990586	0.39866296381934585	42.249089110027924	42.249089110027924	0.47319	0.06727000000000001	3.0	0	88.9393	0.06152676756072522
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_007	2016020910007	snf1	-60	4	4.065441385417413	29.504247055631968	1.5476198964774144	0.4175143348962017	9.0849	1.0163603463543536	7.376061763907992	1.2076687839724372	0.6999871645387685	9.281294881041116	1.2574425314496915	0.6451821569279248	76.51317565930525	21.541623212131856	0.44675	0.07658	8.0	0	64.1881	0.06333637209104823
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_008	2016020910008	snf1	-60	3	5.318924545641169	35.56360049990248	1.5535295653812258	0.4143439047190741	12.21239	1.7729748485470562	11.854533499967491	1.2777905760049768	0.622991440646385	13.472918876301597	1.3107833250119718	0.5900735546008185	67.63832639822307	24.24246773649721	0.47675	0.0601	6.0	0	101.2579	0.05252848958591051
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_009	2016020910009	snf1	-60	3	3.4986951937231616	23.90635622488507	1.4645782993537328	0.4662027276824432	7.09549	1.166231731241054	7.968785408295022	1.2147153760728864	0.6811725110431984	8.384551206373185	1.2254398149386312	0.6696281665452302	57.48811898206576	19.681575158741747	0.4789600000000001	0.08895	7.0	0	73.3814	0.047678229002487846
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_010	2016020910010	snf1	-60	2	5.532160442495738	38.07366823999368	1.5864950062711043	0.3973036739999831	13.626079999999998	2.766080221247869	19.03683411999684	1.340863803406214	0.5983459773710604	28.739216057428564	1.48896135947077	0.469300755738094	55.00499201225125	36.066173857547454	0.48635	0.06442	5.0	0	76.7257	0.07210309508412094
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_011	2016020910011	snf1	-60	2	2.196906575622763	16.27422854927801	1.4111427436849984	0.5021784897008146	5.34352	1.0984532878113815	8.137114274639003	1.2498988353234617	0.6447037448536224	8.927638574887418	1.26925274816115	0.6247855895439414	41.829086182855214	21.87995181834885	0.40728	0.10353	5.0	0	28.8108	0.07625288348892648
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_012	2016020910012	snf1	-60	2	2.7989279195337615	20.191357798826644	1.4499180687426056	0.4756780110441462	7.53068	1.3994639597668808	10.095678899413322	1.2638914061602933	0.6438573311498288	12.344235119843356	1.3202836007163457	0.5869347613107717	44.147623528188454	24.95676948836075	0.46412	0.08154	6.0	0	55.2015	0.05070383811189481
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_013	2016020910013	snf1	-60	2	6.0202772333506855	42.63403127820738	1.6321646737936488	0.3753807972110325	17.21525	3.0101386166753428	21.31701563910369	1.4110936641802676	0.5223975125107764	30.106636776738306	1.5162004299478917	0.4455815644346999	62.111371139589615	37.76198335402187	0.44138	0.1022	5.0	0	75.3139	0.07993580512164003
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_014	2016020910014	snf1	-60	1	4.4604220296834365	31.446277223691066	1.5491158818361928	0.4167083348380888	12.01547	4.4604220296834365	31.446277223691066	1.5491158818361928	0.4167083348380888	31.44627722369106	1.5491158818361928	0.4167083348380888	39.534650699682736	39.534650699682736	0.43576	0.09093	3.0	0	88.0235	0.05067308195747086
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_015	2016020910015	snf1	-60	2	3.810876007865364	26.670239911111327	1.5034758600141611	0.4423918129637741	10.4265	1.905438003932682	13.335119955555664	1.26956760440616	0.6684299885757148	21.182113417906262	1.4237572226476882	0.5099869237259008	46.75327575518197	31.37093816073419	0.44246	0.0569	4.0	0	77.9765	0.048872109005474264
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_016	2016020910016	snf1	-60	2	4.789565707795989	34.51364202231313	1.5848492341607054	0.3981292551281393	14.56468	2.3947828538979943	17.256821011156568	1.4119403530917762	0.5016327675647597	17.28964508338543	1.4121966526654406	0.501450654448008	59.872009130159356	29.952306159834126	0.43046	0.0943	7.0	0	113.1018	0.042347387113166976
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_017	2016020910017	snf1	-60	1	1.1079374222486171	8.106157418587157	1.2512008878767893	0.6387720606450618	2.7947	1.1079374222486171	8.106157418587157	1.2512008878767893	0.6387720606450618	8.106157418587157	1.2512008878767893	0.6387720606450618	20.83086567426679	20.83086567426679	0.43179	0.13865	2.0	0	16.3825	0.06762932533182464
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_018	2016020910018	snf1	-60	2	3.3888026942030063	23.02112371953641	1.4525767970189638	0.4739382873220164	7.22381	1.6944013471015031	11.510561859768204	1.2633464325318309	0.6464088821579863	15.621959334322698	1.3415554452514358	0.5671978882304671	44.22272104541243	26.107583517179012	0.48818	0.07396	4.0	0	57.498999999999995	0.058936724016122134
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_019	2016020910019	snf1	-60	2	5.367280498467935	37.55639314748645	1.5916531946733754	0.3947327038386327	13.35226	2.6836402492339677	18.778196573743227	1.4180029585071567	0.4973716356467589	18.777624978227877	1.417974197327114	0.4973918113560389	60.64889324843118	30.322601556384345	0.45719	0.0513	5.0	0	83.7489	0.06408777307484557
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_020	2016020910020	snf1	-60	3	5.635580673573259	40.92532482214632	1.6347114890103571	0.3742120517681556	14.76026	1.8785268911910864	13.64177494071544	1.3227586422844966	0.5970574073005473	17.337158736304634	1.3996541537013167	0.5232280467652168	76.74340280925463	29.71521831124808	0.43702	0.07281	7.0	0	88.4617	0.06370644780253217
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_021	2016020910021	snf1	-60	3	4.832576083196312	34.14178448785259	1.5715980429809753	0.404871345848818	12.22076	1.6108586943987702	11.380594829284195	1.3007466155142746	0.595114288389933	12.683548139243612	1.3226188996389834	0.5760840899222964	70.72383826141063	24.795509396263753	0.46549	0.06053	7.0	0	75.0663	0.06437743812065216
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_022	2016020910022	snf1	-60	1	6.623968883421448	48.47250411770109	1.6857748538151844	0.35188508350907344	20.64186	6.623968883421448	48.47250411770109	1.6857748538151844	0.35188508350907344	48.472504117701085	1.6857748538151844	0.35188508350907344	50.94773728273167	50.94773728273167	0.44867	0.07096000000000001	5.0	0	123.0272	0.05384149914345322
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_023	2016020910023	snf1	-60	5	6.026488084208722	42.378617158099686	1.6267090931490278	0.3779028883822603	15.30198	1.2052976168417444	8.475723431619937	1.2248332751097415	0.6815655419059762	9.841185533543982	1.265114266384659	0.6338669168856137	99.71605342721183	21.7982899763638	0.45368	0.08082	9.0	0	81.8367	0.07364040930546714
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_024	2016020910024	snf1	-60	2	3.3056620445994414	23.097725604544863	1.4670887816510552	0.4646085606209792	9.10301	1.6528310222997205	11.548862802272431	1.2635526016757104	0.6551936462008077	15.326645248738544	1.3501848272332413	0.5666755742097792	44.83498079812	26.852305627592553	0.43748	0.09441	3.0	0	54.9417	0.06016672299181572
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_025	2016020910025	snf1	-60	2	3.8027921979841803	27.94709047206379	1.5401347033301973	0.4215825112037401	11.04526	1.9013960989920902	13.973545236031894	1.3704537471808669	0.5333917539469905	14.077018311531102	1.3729634462575455	0.5314393246785928	54.84330588004033	27.572065450060983	0.44883	0.0761	5.0	0	60.4094	0.06295033882117983
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_026	2016020910026	snf1	-60	1	2.9485042292825736	20.577524018028004	1.4385354808418012	0.4832355139096349	8.62702	2.9485042292825736	20.577524018028004	1.4385354808418012	0.4832355139096349	20.577524018028004	1.4385354808418012	0.4832355139096349	31.65832410006634	31.65832410006634	0.42377	0.11068	3.0	0	60.4229	0.0487977940364096
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_027	2016020910027	snf1	-60	2	4.050788020614695	28.10576338648877	1.5123156914052571	0.4372351652086501	9.30162	2.025394010307348	14.052881693244386	1.3068032785070771	0.610183384646043	17.801543274611305	1.3828582660385842	0.54011826454464	49.41617977556239	28.870771275963477	0.47243	0.05658	4.0	0	71.5997	0.05657548873269992
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_028	2016020910028	snf1	-60	2	3.9733084099589777	28.292020191466307	1.5271176334877443	0.42880023641101095	11.61106	1.9866542049794889	14.146010095733152	1.306445023641431	0.6191092279644782	19.38464126831859	1.4116431588574776	0.5211989640627551	50.03460317488242	30.780749261273638	0.44274	0.06667999999999999	8.0	0	52.9448	0.07504624457848509
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_029	2016020910029	snf1	-60	1	2.990161547489623	21.360854355090307	1.4588221980410967	0.4698889950339778	9.1664	2.990161547489623	21.360854355090307	1.4588221980410967	0.4698889950339778	21.360854355090307	1.458822198041097	0.4698889950339777	33.01667053305453	33.01667053305453	0.44578	0.07724	5.0	0	48.5423	0.0615990908442662
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_030	2016020910030	snf1	-60	3	5.570561225575345	38.8466341951801	1.5988276555035874	0.3911980636020076	14.32018	1.8568537418584483	12.948878065060036	1.319096431784189	0.5809702172786843	14.499417936285818	1.3464712837445512	0.5576233358066848	74.04625473818706	26.236942619273357	0.42686	0.09012	6.0	0	100.0045	0.05570310561600073
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_031	2016020910031	snf1	-60	3	6.907902093791875	47.92117930120217	1.6528735442647362	0.3660334229114125	16.042170000000002	2.3026340312639584	15.973726433734058	1.3348869559458694	0.5863636541245141	21.96178002330081	1.4234723967599523	0.5117324444967217	79.1185430976219	31.5824016346903	0.43749	0.10689	5.0	0	107.8249	0.06406592627298402
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_032	2016020910032	snf1	-60	3	5.973825021884532	43.017773697866154	1.643732228836418	0.3701159992277505	16.014120000000002	1.9912750072948442	14.339257899288722	1.3296383993986889	0.5878909654651082	19.930025530603093	1.4218520844374138	0.5072403295521212	77.82085374404684	31.21157796024797	0.42	0.07635	7.0	0	83.0402	0.0719389527227118
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_033	2016020910033	snf1	-60	2	3.488039991731507	24.892712444770112	1.4960067865221336	0.4468202761649962	8.42377	1.7440199958657534	12.446356222385056	1.2956383448990594	0.6205937790291625	19.492720276357915	1.4130692127211602	0.5096087157530815	48.149162435141385	30.39234303790823	0.43335	0.0702	5.0	0	51.3451	0.06793325929312645
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_034	2016020910034	snf1	-60	1	5.9531020892118605	39.80539268610332	1.5830007379654247	0.3990596022601189	16.47056	5.9531020892118605	39.80539268610332	1.5830007379654247	0.3990596022601189	39.80539268610332	1.5830007379654245	0.3990596022601188	42.186115629155566	42.186115629155566	0.45972	0.08841	5.0	0	123.1433	0.04834288255399896
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_035	2016020910035	snf1	-60	1	1.471726333171023	11.462812912850573	1.3535091197561802	0.5458554205110318	4.45118	1.471726333171023	11.462812912850573	1.3535091197561802	0.5458554205110318	11.462812912850573	1.3535091197561802	0.5458554205110318	26.36997667941821	26.36997667941821	0.41239	0.11092	1.0	0	16.2236	0.09071515157986039
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t001_cell_036	2016020910036	snf1	-60	3	1.4599564174748296	10.873651592914223	1.3217997965383357	0.5723591613221563	2.92831	0.4866521391582765	3.6245505309714083	1.1484160337331863	0.7622570977030779	5.894306746540838	1.1721134262939097	0.7326460682542622	48.576749958462216	17.229305571660017	0.38181	0.09268	6.0	1	24.0075	0.060812513484320714
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t002_cell_001	2016020910001	snf1	-45	3	5.034973173374577	35.873800358371895	1.5890866442402385	0.3960088073550841	12.46669	1.6783243911248589	11.957933452790632	1.2620835917308293	0.6624488503595485	18.434075728888626	1.387464658487151	0.5481641486915153	68.0276861128404	29.682798515419055	0.44451	0.08337	8.0	0	83.0194	0.06064815179794815
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t002_cell_002	2016020910002	snf1	-45	2	2.9410742859022183	20.44348873382391	1.4350491596133688	0.4855863193145429	7.6593399999999985	1.4705371429511092	10.221744366911954	1.2787901213577018	0.6115714549757887	10.22833701977286	1.2784777276668449	0.6118702442019378	44.48358185495535	22.22549221402331	0.46024	0.07553	5.0	0	66.416	0.04428261692818324
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t002_cell_003	2016020910003	snf1	-45	2	5.520643011555031	38.89386573682375	1.6046067132959103	0.3883853056902473	17.46576	2.7603215057775152	19.446932868411874	1.4113260447286966	0.5101761368268458	22.25850759610156	1.4498866304242517	0.4824461454868113	60.750731032941026	32.83018392911721	0.46315	0.0709	5.0	0	100.3489	0.05501448457885469
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t002_cell_004	2016020910004	snf1	-45	3	3.902577177722266	26.927405232956605	1.498780465367926	0.4451680139369224	9.49987	1.3008590592407554	8.975801744318867	1.215148032604149	0.7003559347845912	12.050406906752055	1.2884313071765081	0.6195349180548544	59.184977200457666	23.300415288522096	0.4623	0.09776	3.0	0	59.0828	0.06605267823668252
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t002_cell_005	2016020910005	snf1	-45	2	2.0538359884348854	14.29885398444923	1.3527575512608807	0.5464621244986088	4.45924	1.026917994217443	7.149426992224615	1.1897615010414395	0.7182260225809898	8.03047189108922	1.219555469652595	0.6824514295439839	36.41259302572958	19.55430316315232	0.41437	0.1129	4.0	0	42.1417	0.04873642943770387
2_09_16_yLB126_yLB168_yLB128_-N_-C_cellasics_01_w2488 laser 5_s10_t002_cell_006	2016020910006	snf1	-45	2	5.4268232474957685	38.00900031571186	1.5953376051633603	0.3929115496191786	14.38028	2.7134116237478847	19.00450015785593	1.3588022999723917	0.5831761851095111	35.22550615874154	1.559679942560839	0.41487954999573146	57.28985923171376	40.574640656959154	0.44744	0.07675	5.0	0	98.5383	0.0550732379947266
